Year,NOC,Sport,Medals,Host,Corrected_Medals
1984,20,17,3,1,3.0
1984,30,25,3,1,3.0
1984,33,32,16,1,16.0
1984,37,26,18,1,18.0
1984,42,67,53,1,53.0
1984,47,1,1,1,1.0
1984,51,20,3,1,3.0
1984,53,31,31,1,31.0
1984,56,34,6,1,6.0
1984,65,66,22,1,22.0
1984,66,11,2,1,2.0
1984,67,1,3,1,3.0
1984,68,67,112,1,112.0
1984,70,28,5,1,5.0
1984,71,64,29,1,29.0
1984,76,50,20,1,20.0
1984,81,67,82,1,82.0
1984,82,11,1,1,1.0
1984,83,5,2,1,2.0
1984,92,42,30,1,30.0
1984,93,9,5,1,5.0
1984,95,13,3,1,3.0
1984,96,2,3,1,3.0
1984,97,2,2,1,2.0
1984,100,2,2,1,2.0
1984,102,50,19,1,19.0
1984,104,1,4,1,4.0
1984,106,46,22,1,22.0
1984,108,1,8,1,8.0
1984,111,47,28,1,28.0
1984,116,28,3,1,3.0
1984,124,12,2,1,2.0
1984,128,3,3,1,3.0
1984,129,9,1,1,1.0
1984,133,1,1,1,1.0
1984,134,15,2,1,2.0
1984,145,1,2,1,2.0
1984,148,42,15,1,15.0
1984,151,3,4,1,4.0
1984,153,46,7,1,7.0
1984,155,31,10,1,10.0
1984,157,11,1,1,1.0
1984,160,13,1,1,1.0
1984,161,2,1,1,1.0
1984,165,51,19,1,19.0
1984,167,22,9,1,9.0
1984,168,2,1,1,1.0
1984,169,1,1,1,1.0
1984,173,39,18,1,18.0
1984,174,10,2,1,2.0
1984,185,12,2,1,2.0
1984,194,9,1,1,1.0
1984,195,12,1,1,1.0
1984,197,48,12,1,12.0
1984,201,26,7,1,7.0
1984,203,2,1,1,1.0
1984,208,11,1,1,1.0
1984,211,6,6,1,6.0
1984,220,71,108,1,108.0
1988,4,3,3,1,3.0
1988,9,21,3,1,3.0
1988,10,2,2,1,2.0
1988,13,66,41,1,41.0
1988,14,14,3,1,3.0
1988,15,2,1,1,1.0
1988,16,1,1,1,1.0
1988,19,1,1,1,1.0
1988,20,22,6,1,6.0
1988,26,35,15,1,15.0
1988,30,39,15,1,15.0
1988,33,39,15,1,15.0
1988,37,29,22,1,22.0
1988,42,59,50,1,50.0
1988,50,12,1,1,1.0
1988,51,11,2,1,2.0
1988,53,43,25,1,25.0
1988,55,35,11,1,11.0
1988,56,43,6,1,6.0
1988,60,1,1,1,1.0
1988,65,41,17,1,17.0
1988,67,1,3,1,3.0
1988,70,15,4,1,4.0
1988,71,36,37,1,37.0
1988,76,33,15,1,15.0
1988,79,2,2,1,2.0
1988,81,64,65,1,65.0
1988,83,20,8,1,8.0
1988,90,8,1,1,1.0
1988,92,58,21,1,21.0
1988,93,9,4,1,4.0
1988,94,9,1,1,1.0
1988,96,2,3,1,3.0
1988,97,12,4,1,4.0
1988,100,8,1,1,1.0
1988,102,57,35,1,35.0
1988,104,1,6,1,6.0
1988,106,25,14,1,14.0
1988,107,27,11,1,11.0
1988,108,1,8,1,8.0
1988,111,43,27,1,27.0
1988,116,12,1,1,1.0
1988,124,11,1,1,1.0
1988,128,1,2,1,2.0
1988,129,9,2,1,2.0
1988,131,14,2,1,2.0
1988,133,1,1,1,1.0
1988,134,2,1,1,1.0
1988,141,1,1,1,1.0
1988,145,1,2,1,2.0
1988,148,41,19,1,19.0
1988,151,14,6,1,6.0
1988,153,32,7,1,7.0
1988,155,25,6,1,6.0
1988,161,2,1,1,1.0
1988,165,40,17,1,17.0
1988,166,9,2,1,2.0
1988,167,6,5,1,5.0
1988,168,2,1,1,1.0
1988,173,39,19,1,19.0
1988,174,13,5,1,5.0
1988,175,50,63,1,63.0
1988,179,24,4,1,4.0
1988,185,13,2,1,2.0
1988,194,27,7,1,7.0
1988,196,25,3,1,3.0
1988,197,47,8,1,8.0
1988,199,1,1,1,1.0
1988,202,2,1,1,1.0
1988,203,2,2,1,2.0
1988,208,9,1,1,1.0
1988,209,1,2,1,2.0
1988,210,2,1,1,1.0
1988,211,6,6,1,6.0
1988,215,1,1,1,1.0
1988,216,47,23,1,23.0
1988,220,71,101,1,101.0
1988,221,2,2,1,2.0
1988,232,1,1,1,1.0
1992,4,3,5,1,5.0
1992,9,19,4,1,4.0
1992,10,4,1,1,1.0
1992,13,75,58,1,58.0
1992,14,9,3,1,3.0
1992,15,15,3,1,3.0
1992,16,1,3,1,3.0
1992,18,1,1,1,1.0
1992,20,14,5,1,5.0
1992,26,47,17,1,17.0
1992,30,39,12,1,12.0
1992,33,39,13,1,13.0
1992,37,34,14,1,14.0
1992,41,11,1,1,1.0
1992,42,51,58,1,58.0
1992,44,11,1,1,1.0
1992,47,4,1,1,1.0
1992,50,12,2,1,2.0
1992,51,16,2,1,2.0
1992,53,39,29,1,29.0
1992,55,32,8,1,8.0
1992,56,54,6,1,6.0
1992,65,45,11,1,11.0
1992,66,3,3,1,3.0
1992,67,1,8,1,8.0
1992,70,24,4,1,4.0
1992,71,57,38,1,38.0
1992,76,53,28,1,28.0
1992,79,6,6,1,6.0
1992,81,68,56,1,56.0
1992,83,14,13,1,13.0
1992,92,57,17,1,17.0
1992,93,13,6,1,6.0
1992,94,4,1,1,1.0
1992,96,6,4,1,4.0
1992,97,1,1,1,1.0
1992,99,1,1,1,1.0
1992,100,12,1,1,1.0
1992,102,50,34,1,34.0
1992,104,1,9,1,9.0
1992,106,26,18,1,18.0
1992,107,6,7,1,7.0
1992,108,1,7,1,7.0
1992,109,2,1,1,1.0
1992,111,42,28,1,28.0
1992,113,6,2,1,2.0
1992,114,13,1,1,1.0
1992,116,10,3,1,3.0
1992,124,40,5,1,5.0
1992,128,3,5,1,5.0
1992,131,15,2,1,2.0
1992,133,19,6,1,6.0
1992,136,2,1,1,1.0
1992,141,1,1,1,1.0
1992,148,63,25,1,25.0
1992,151,5,3,1,3.0
1992,153,47,10,1,10.0
1992,155,25,4,1,4.0
1992,165,37,14,1,14.0
1992,166,3,2,1,2.0
1992,167,6,4,1,4.0
1992,169,4,1,1,1.0
1992,173,35,26,1,26.0
1992,174,13,5,1,5.0
1992,175,70,89,1,89.0
1992,179,24,3,1,3.0
1992,185,25,2,1,2.0
1992,190,1,1,1,1.0
1992,194,37,9,1,9.0
1992,196,12,5,1,5.0
1992,197,56,12,1,12.0
1992,203,6,3,1,3.0
1992,208,15,5,1,5.0
1992,209,1,2,1,2.0
1992,211,6,5,1,5.0
1992,216,46,23,1,23.0
1992,219,3,1,1,1.0
1992,220,75,91,1,91.0
1992,221,2,4,1,4.0
1992,224,2,1,1,1.0
1996,9,40,6,1,6.0
1996,13,53,50,1,50.0
1996,14,39,7,1,7.0
1996,15,15,5,1,5.0
1996,16,1,2,1,2.0
1996,20,14,3,1,3.0
1996,26,35,13,1,13.0
1996,30,27,10,1,10.0
1996,33,38,12,1,12.0
1996,37,32,12,1,12.0
1996,41,9,3,1,3.0
1996,42,70,63,1,63.0
1996,44,1,1,1,1.0
1996,47,7,2,1,2.0
1996,51,36,5,1,5.0
1996,53,39,27,1,27.0
1996,55,34,9,1,9.0
1996,56,41,8,1,8.0
1996,59,1,1,1,1.0
1996,61,2,5,1,5.0
1996,63,1,1,1,1.0
1996,65,69,20,1,20.0
1996,66,15,3,1,3.0
1996,67,1,7,1,7.0
1996,70,15,2,1,2.0
1996,71,60,33,1,33.0
1996,76,53,30,1,30.0
1996,79,6,4,1,4.0
1996,81,63,49,1,49.0
1996,83,45,16,1,16.0
1996,90,9,1,1,1.0
1996,92,51,17,1,17.0
1996,93,13,4,1,4.0
1996,94,13,1,1,1.0
1996,96,6,6,1,6.0
1996,100,10,2,1,2.0
1996,102,57,32,1,32.0
1996,104,1,5,1,5.0
1996,106,57,37,1,37.0
1996,107,7,8,1,8.0
1996,108,1,7,1,7.0
1996,111,46,30,1,30.0
1996,116,20,4,1,4.0
1996,124,9,3,1,3.0
1996,128,1,3,1,3.0
1996,133,6,4,1,4.0
1996,134,2,1,1,1.0
1996,148,42,22,1,22.0
1996,151,1,2,1,2.0
1996,153,24,6,1,6.0
1996,155,19,5,1,5.0
1996,159,11,1,1,1.0
1996,165,38,10,1,10.0
1996,166,4,3,1,3.0
1996,167,28,5,1,5.0
1996,173,22,19,1,19.0
1996,174,13,6,1,6.0
1996,175,61,90,1,90.0
1996,179,24,2,1,2.0
1996,185,23,4,1,4.0
1996,194,31,5,1,5.0
1996,196,27,6,1,6.0
1996,197,28,7,1,7.0
1996,199,2,1,1,1.0
1996,203,6,8,1,8.0
1996,208,15,5,1,5.0
1996,209,12,1,1,1.0
1996,211,7,11,1,11.0
1996,213,13,1,1,1.0
1996,216,58,22,1,22.0
1996,220,75,101,1,101.0
1996,221,2,5,1,5.0
1996,223,6,2,1,2.0
1996,233,12,3,1,3.0
2000,0,2,1,1,1.0
2000,4,2,2,1,2.0
2000,9,24,6,1,6.0
2000,10,6,6,1,6.0
2000,13,57,46,1,46.0
2000,14,14,3,1,3.0
2000,15,2,7,1,7.0
2000,16,1,2,1,2.0
2000,20,1,2,1,2.0
2000,26,26,18,1,18.0
2000,30,34,16,1,16.0
2000,33,14,5,1,5.0
2000,37,31,19,1,19.0
2000,41,9,1,1,1.0
2000,42,70,100,1,100.0
2000,44,1,1,1,1.0
2000,47,6,2,1,2.0
2000,51,23,5,1,5.0
2000,53,30,24,1,24.0
2000,55,26,6,1,6.0
2000,56,28,7,1,7.0
2000,59,2,2,1,2.0
2000,60,1,1,1,1.0
2000,61,2,1,1,1.0
2000,65,63,18,1,18.0
2000,66,13,2,1,2.0
2000,67,1,7,1,7.0
2000,70,26,4,1,4.0
2000,71,61,41,1,41.0
2000,76,38,48,1,48.0
2000,79,15,6,1,6.0
2000,81,75,41,1,41.0
2000,83,23,4,1,4.0
2000,92,38,10,1,10.0
2000,93,13,5,1,5.0
2000,94,15,3,1,3.0
2000,96,2,2,1,2.0
2000,97,2,3,1,3.0
2000,99,11,1,1,1.0
2000,100,8,1,1,1.0
2000,102,39,27,1,27.0
2000,104,1,9,1,9.0
2000,106,49,25,1,25.0
2000,107,6,13,1,13.0
2000,108,1,15,1,15.0
2000,109,2,2,1,2.0
2000,111,58,31,1,31.0
2000,116,8,3,1,3.0
2000,124,11,5,1,5.0
2000,128,1,2,1,2.0
2000,129,9,1,1,1.0
2000,131,2,1,1,1.0
2000,133,14,3,1,3.0
2000,134,15,4,1,4.0
2000,142,2,1,1,1.0
2000,148,41,16,1,16.0
2000,151,14,4,1,4.0
2000,153,39,9,1,9.0
2000,155,28,9,1,9.0
2000,158,1,1,1,1.0
2000,165,42,10,1,10.0
2000,166,5,2,1,2.0
2000,167,13,6,1,6.0
2000,173,35,8,1,8.0
2000,174,1,1,1,1.0
2000,175,70,72,1,72.0
2000,182,9,1,1,1.0
2000,185,36,5,1,5.0
2000,189,32,3,1,3.0
2000,193,1,1,1,1.0
2000,194,19,7,1,7.0
2000,196,27,6,1,6.0
2000,197,25,5,1,5.0
2000,203,6,4,1,4.0
2000,204,2,2,1,2.0
2000,207,12,1,1,1.0
2000,208,6,4,1,4.0
2000,209,1,2,1,2.0
2000,210,12,1,1,1.0
2000,211,7,7,1,7.0
2000,216,50,27,1,27.0
2000,220,71,110,1,110.0
2000,221,9,6,1,6.0
2000,223,2,1,1,1.0
2000,224,4,1,1,1.0
2000,233,12,4,1,4.0
2004,0,2,1,1,1.0
2004,4,1,1,1,1.0
2004,9,30,4,1,4.0
2004,10,6,3,1,3.0
2004,13,39,35,1,35.0
2004,15,6,10,1,10.0
2004,16,1,1,1,1.0
2004,20,23,3,1,3.0
2004,26,45,12,1,12.0
2004,29,1,1,1,1.0
2004,30,40,17,1,17.0
2004,31,1,1,1,1.0
2004,33,2,2,1,2.0
2004,37,40,18,1,18.0
2004,42,59,88,1,88.0
2004,47,10,8,1,8.0
2004,51,39,6,1,6.0
2004,53,20,14,1,14.0
2004,54,8,1,1,1.0
2004,55,46,10,1,10.0
2004,56,45,9,1,9.0
2004,59,1,2,1,2.0
2004,61,15,2,1,2.0
2004,65,37,17,1,17.0
2004,66,3,2,1,2.0
2004,67,1,7,1,7.0
2004,70,9,3,1,3.0
2004,71,66,35,1,35.0
2004,74,2,1,1,1.0
2004,76,75,65,1,65.0
2004,79,2,7,1,7.0
2004,81,63,44,1,44.0
2004,83,14,2,1,2.0
2004,84,1,1,1,1.0
2004,85,1,1,1,1.0
2004,90,3,1,1,1.0
2004,92,43,18,1,18.0
2004,93,4,2,1,2.0
2004,94,24,6,1,6.0
2004,96,7,12,1,12.0
2004,97,7,5,1,5.0
2004,102,49,28,1,28.0
2004,104,1,12,1,12.0
2004,106,59,38,1,38.0
2004,107,10,13,1,13.0
2004,108,1,11,1,11.0
2004,111,54,28,1,28.0
2004,113,5,1,1,1.0
2004,114,13,1,1,1.0
2004,116,14,2,1,2.0
2004,124,22,5,1,5.0
2004,128,1,1,1,1.0
2004,129,21,2,1,2.0
2004,131,4,2,1,2.0
2004,133,38,7,1,7.0
2004,134,2,5,1,5.0
2004,139,11,1,1,1.0
2004,148,48,20,1,20.0
2004,153,39,4,1,4.0
2004,155,29,13,1,13.0
2004,165,40,10,1,10.0
2004,166,12,1,1,1.0
2004,167,6,6,1,6.0
2004,168,3,2,1,2.0
2004,169,14,2,1,2.0
2004,173,26,9,1,9.0
2004,174,13,6,1,6.0
2004,175,62,82,1,82.0
2004,182,9,2,1,2.0
2004,185,28,4,1,4.0
2004,189,26,4,1,4.0
2004,194,21,4,1,4.0
2004,196,25,4,1,4.0
2004,197,43,8,1,8.0
2004,203,6,3,1,3.0
2004,204,2,1,1,1.0
2004,208,6,2,1,2.0
2004,209,1,4,1,4.0
2004,210,13,3,1,3.0
2004,211,3,5,1,5.0
2004,215,1,1,1,1.0
2004,216,39,20,1,20.0
2004,220,58,103,1,103.0
2004,221,2,3,1,3.0
2004,223,13,1,1,1.0
2008,4,1,2,1,2.0
2008,9,30,4,1,4.0
2008,10,6,4,1,4.0
2008,13,53,29,1,29.0
2008,14,8,1,1,1.0
2008,15,14,18,1,18.0
2008,16,1,2,1,2.0
2008,19,1,1,1,1.0
2008,20,29,6,1,6.0
2008,26,26,9,1,9.0
2008,30,54,19,1,19.0
2008,31,1,2,1,2.0
2008,33,10,3,1,3.0
2008,37,41,22,1,22.0
2008,42,80,70,1,70.0
2008,43,2,2,1,2.0
2008,47,10,8,1,8.0
2008,51,47,10,1,10.0
2008,53,3,11,1,11.0
2008,55,27,10,1,10.0
2008,56,46,15,1,15.0
2008,59,2,1,1,1.0
2008,61,6,3,1,3.0
2008,65,49,17,1,17.0
2008,66,12,1,1,1.0
2008,67,1,8,1,8.0
2008,69,11,1,1,1.0
2008,70,2,1,1,1.0
2008,71,55,42,1,42.0
2008,76,85,67,1,67.0
2008,79,6,7,1,7.0
2008,81,71,42,1,42.0
2008,83,41,6,1,6.0
2008,84,1,1,1,1.0
2008,92,26,15,1,15.0
2008,93,13,3,1,3.0
2008,94,11,2,1,2.0
2008,95,13,2,1,2.0
2008,96,6,8,1,8.0
2008,97,20,2,1,2.0
2008,100,2,2,1,2.0
2008,102,41,28,1,28.0
2008,104,1,11,1,11.0
2008,105,2,1,1,1.0
2008,106,35,41,1,41.0
2008,107,19,18,1,18.0
2008,108,1,13,1,13.0
2008,111,38,21,1,21.0
2008,112,2,1,1,1.0
2008,124,16,4,1,4.0
2008,128,2,1,1,1.0
2008,129,24,5,1,5.0
2008,133,23,5,1,5.0
2008,134,2,2,1,2.0
2008,148,44,19,1,19.0
2008,151,11,1,1,1.0
2008,152,2,1,1,1.0
2008,153,25,4,1,4.0
2008,155,58,18,1,18.0
2008,161,4,1,1,1.0
2008,165,26,11,1,11.0
2008,166,2,1,1,1.0
2008,167,33,7,1,7.0
2008,168,9,1,1,1.0
2008,169,1,1,1,1.0
2008,173,36,4,1,4.0
2008,174,28,10,1,10.0
2008,175,65,56,1,56.0
2008,182,12,1,1,1.0
2008,185,22,4,1,4.0
2008,189,26,8,1,8.0
2008,194,48,7,1,7.0
2008,196,13,4,1,4.0
2008,197,56,11,1,11.0
2008,203,6,6,1,6.0
2008,204,1,1,1,1.0
2008,208,17,3,1,3.0
2008,209,1,1,1,1.0
2008,210,15,3,1,3.0
2008,211,7,8,1,8.0
2008,213,2,1,1,1.0
2008,216,43,11,1,11.0
2008,220,85,121,1,121.0
2008,221,6,13,1,13.0
2008,223,6,3,1,3.0
2008,224,13,2,1,2.0
2012,9,11,3,1,3.0
2012,10,13,4,1,4.0
2012,13,57,46,1,46.0
2012,14,24,7,1,7.0
2012,15,2,7,1,7.0
2012,16,1,2,1,2.0
2012,20,29,7,1,7.0
2012,22,4,1,1,1.0
2012,26,22,7,1,7.0
2012,29,1,1,1,1.0
2012,30,56,21,1,21.0
2012,31,1,1,1,1.0
2012,33,22,6,1,6.0
2012,34,1,1,1,1.0
2012,37,33,24,1,24.0
2012,42,70,88,1,88.0
2012,43,2,1,1,1.0
2012,47,8,5,1,5.0
2012,51,38,8,1,8.0
2012,53,28,15,1,15.0
2012,55,37,11,1,11.0
2012,56,56,11,1,11.0
2012,59,16,5,1,5.0
2012,60,7,3,1,3.0
2012,61,10,6,1,6.0
2012,65,72,17,1,17.0
2012,66,13,2,1,2.0
2012,67,1,4,1,4.0
2012,69,11,2,1,2.0
2012,70,14,2,1,2.0
2012,71,59,33,1,33.0
2012,76,72,65,1,65.0
2012,79,6,8,1,8.0
2012,81,60,37,1,37.0
2012,82,2,1,1,1.0
2012,83,31,4,1,4.0
2012,84,1,1,1,1.0
2012,90,39,6,1,6.0
2012,92,46,20,1,20.0
2012,93,13,5,1,5.0
2012,94,27,7,1,7.0
2012,96,19,7,1,7.0
2012,97,14,4,1,4.0
2012,100,9,4,1,4.0
2012,102,50,40,1,40.0
2012,104,1,9,1,9.0
2012,105,2,2,1,2.0
2012,106,78,58,1,58.0
2012,107,6,8,1,8.0
2012,108,1,10,1,10.0
2012,109,2,3,1,3.0
2012,111,39,20,1,20.0
2012,112,2,2,1,2.0
2012,113,2,1,1,1.0
2012,114,13,1,1,1.0
2012,116,15,2,1,2.0
2012,124,8,1,1,1.0
2012,128,1,1,1,1.0
2012,129,12,2,1,2.0
2012,131,12,1,1,1.0
2012,133,40,4,1,4.0
2012,134,2,4,1,4.0
2012,136,2,1,1,1.0
2012,145,1,1,1,1.0
2012,148,55,36,1,36.0
2012,151,3,2,1,2.0
2012,153,36,8,1,8.0
2012,155,67,20,1,20.0
2012,161,6,4,1,4.0
2012,165,23,14,1,14.0
2012,166,15,4,1,4.0
2012,168,1,1,1,1.0
2012,169,16,3,1,3.0
2012,171,66,71,1,71.0
2012,173,25,4,1,4.0
2012,174,18,3,1,3.0
2012,185,23,5,1,5.0
2012,186,15,3,1,3.0
2012,189,26,9,1,9.0
2012,194,48,13,1,13.0
2012,196,35,4,1,4.0
2012,197,37,9,1,9.0
2012,199,4,1,1,1.0
2012,203,2,2,1,2.0
2012,205,4,1,1,1.0
2012,208,45,12,1,12.0
2012,210,14,2,1,2.0
2012,211,22,13,1,13.0
2012,215,1,4,1,4.0
2012,216,48,19,1,19.0
2012,220,74,113,1,113.0
2012,221,6,5,1,5.0
2012,223,8,4,1,4.0
2016,2,32,5,1,5.0
2016,3,2,2,1,2.0
2016,4,10,3,1,3.0
2016,9,22,3,1,3.0
2016,10,13,4,1,4.0
2016,13,70,52,1,52.0
2016,14,16,5,1,5.0
2016,15,2,7,1,7.0
2016,20,6,9,1,9.0
2016,29,1,2,1,2.0
2016,30,39,20,1,20.0
2016,31,7,4,1,4.0
2016,33,13,7,1,7.0
2016,37,59,27,1,27.0
2016,41,15,2,1,2.0
2016,42,86,91,1,91.0
2016,43,2,1,1,1.0
2016,47,13,4,1,4.0
2016,49,2,1,1,1.0
2016,51,48,7,1,7.0
2016,53,14,9,1,9.0
2016,54,8,1,1,1.0
2016,55,35,5,1,5.0
2016,56,50,9,1,9.0
2016,58,1,1,1,1.0
2016,59,3,3,1,3.0
2016,60,7,5,1,5.0
2016,61,25,3,1,3.0
2016,62,2,1,1,1.0
2016,65,43,18,1,18.0
2016,67,1,4,1,4.0
2016,69,11,1,1,1.0
2016,71,74,64,1,64.0
2016,76,71,63,1,63.0
2016,79,6,7,1,7.0
2016,81,64,31,1,31.0
2016,83,22,8,1,8.0
2016,84,1,2,1,2.0
2016,85,13,2,1,2.0
2016,90,25,4,1,4.0
2016,92,36,18,1,18.0
2016,93,19,3,1,3.0
2016,94,27,6,1,6.0
2016,96,2,12,1,12.0
2016,97,21,5,1,5.0
2016,100,17,7,1,7.0
2016,102,70,36,1,36.0
2016,104,1,6,1,6.0
2016,105,2,1,1,1.0
2016,106,73,45,1,45.0
2016,107,22,7,1,7.0
2016,108,1,11,1,11.0
2016,109,2,6,1,6.0
2016,111,48,32,1,32.0
2016,112,2,2,1,2.0
2016,120,1,2,1,2.0
2016,124,26,4,1,4.0
2016,128,12,2,1,2.0
2016,129,9,2,1,2.0
2016,131,14,4,1,4.0
2016,133,27,5,1,5.0
2016,134,2,1,1,1.0
2016,148,40,34,1,34.0
2016,153,26,8,1,8.0
2016,155,49,20,1,20.0
2016,157,1,1,1,1.0
2016,158,2,1,1,1.0
2016,160,8,1,1,1.0
2016,161,9,4,1,4.0
2016,165,57,10,1,10.0
2016,166,6,4,1,4.0
2016,167,23,6,1,6.0
2016,168,3,2,1,2.0
2016,169,1,1,1,1.0
2016,173,23,9,1,9.0
2016,174,27,6,1,6.0
2016,182,8,1,1,1.0
2016,185,16,3,1,3.0
2016,189,35,5,1,5.0
2016,194,48,8,1,8.0
2016,196,12,1,1,1.0
2016,197,59,11,1,11.0
2016,203,15,6,1,6.0
2016,204,2,3,1,3.0
2016,208,35,7,1,7.0
2016,210,15,3,1,3.0
2016,211,15,8,1,8.0
2016,215,1,2,1,2.0
2016,216,35,12,1,12.0
2016,220,91,122,1,122.0
2016,221,6,13,1,13.0
2016,232,1,1,1,1.0
